Date;KOMMUNIKATIONSDIENSTE (.SPLRCL);DISKRETIONÄRE KONSUMGÜTER(.SPLRCD);GRUNDBEDARFSGÜTER(.SPLRCS);ENERGIE(.SPNY);FINANZSEKTOR(.SPSY);GESUNDHEITSWESEN(.SPXHC);INDUSTRIE(.SPLRCI);TECHNOLOGIE(.SPLRCT);MATERIALIEN(.SPLRCM);IMMOBILIEN(.SPLRCR);VERSORGUNGSUNTERNEHMEN(.SPLRCU)
04.11.1991;84.6341;75.7416;83.72;97.5445;76.1793;110.56;80.1069;68.53;80.728;;105.2127
01.11.1991;84.9212;76.0667;83.87;96.6593;76.5891;110.6;80.3057;68.72;81.1035;;105.3012
31.10.1991;84.9356;76.4755;83.99;97.0907;77.184;109.46;80.5856;69.58;81.5727;;105.5642
30.10.1991;84.6425;76.9745;84.21;97.4684;77.6447;110.64;80.7306;69.07;81.581;;105.0016
29.10.1991;84.353;77.4906;84.33;97.8417;77.9133;109.79;80.6084;68.45;81.0989;;104.7796
28.10.1991;83.5746;77.3086;83.98;97.7092;76.7565;109.6;80.2106;68.33;80.8879;;104.062
25.10.1991;82.4169;76.9662;83.4;96.3436;76.0279;107.22;79.1077;68.66;80.1858;;103.5124
24.10.1991;81.8925;75.8485;82.35;96.6738;74.5839;106.72;79.7316;69.16;80.4664;;103.5384
23.10.1991;82.5993;76.0773;82.15;97.5385;75.0003;106.35;80.549;69.01;81.2167;;103.36
22.10.1991;82.5064;76.5702;82.53;98.4206;75.6382;107;80.396;69.35;81.3054;;103.5801
21.10.1991;82.7913;77.0479;82.39;98.984;75.8038;107.63;80.6493;69.48;81.4673;;104.2612
18.10.1991;82.9573;78.2777;83.37;99.109;76.2149;108.78;80.8787;69.09;81.8241;;104.1693
17.10.1991;82.9558;78.9407;84.16;98.8815;77.2077;108.18;80.7574;70.32;81.2657;;104.3791
16.10.1991;83.6509;78.5701;84.5;98.5871;77.0114;107.25;80.3151;70.25;81.2737;;104.6342
15.10.1991;83.5383;78.94;84.79;98.5543;77.5013;108.81;79.3641;68.43;79.7532;;104.3112
14.10.1991;83.0927;78.402;84.92;98.4429;77.2595;107.06;77.8856;67.32;78.9151;;103.5022
11.10.1991;82.2459;77.5087;84.19;96.4318;75.7061;112.02;76.9588;67.25;77.5343;;103.3433
10.10.1991;82.2477;76.3988;83.35;96.1263;74.7254;112.25;77.0192;65.52;77.1965;;103.4547
09.10.1991;81.1244;76.1376;83.06;95.304;74.2582;112.18;76.0203;65.9;76.7027;;104.4051
08.10.1991;82.2558;75.4222;82.57;95.7531;73.1546;110.37;76.7744;66.17;77.0522;;104.0182
07.10.1991;81.1936;77.0022;83.16;95.2856;74.3097;109.5;76.5298;65.98;77.0583;;104.258
04.10.1991;81.179;76.7046;83.03;95.3273;74.1353;109.98;77.29;66.25;77.5848;;104.486
03.10.1991;82.9506;77.0378;83.25;95.7845;74.9707;110.07;77.9598;67.7;78.2848;;104.7925
02.10.1991;83.4984;77.6411;83.92;96.2925;75.7302;110.5;78.9175;68.34;78.6686;;104.5424
01.10.1991;83.9772;78.3433;84.81;96.2243;77.1849;110.75;79.1811;68.81;78.9025;;104.0823
30.09.1991;83.5756;78.5376;85.12;95.7029;77.2526;111.09;79.0095;68.47;79.3859;;103.0605
27.09.1991;83.0279;78.4397;84.32;95.231;76.9;110.65;78.6582;69.38;79.1342;;102.4554
26.09.1991;83.236;78.2642;83.97;95.1713;76.5165;109.34;78.87;69.22;79.3414;;102.0807
25.09.1991;82.9421;78.2071;83.76;95.4632;76.4319;108.95;78.8395;69.21;79.5284;;101.7263
24.09.1991;82.9494;78.33;83.92;95.5548;76.4918;108.73;79.0039;68.47;79.3316;;101.3325
23.09.1991;83.708;78.7949;84.1;94.8215;76.7275;106.41;78.2144;68.67;78.9614;;101.3656
20.09.1991;83.7993;78.5242;83.76;95.0576;76.3602;106.91;78.6046;68.78;79.4286;;101.032
19.09.1991;84.015;78.7445;84.44;95.6948;77.0124;107.8;78.3085;68.85;79.4314;;101.2273
18.09.1991;83.6955;78.4984;84.45;95.8306;76.5449;106.22;78.1947;68.31;79.3333;;100.9027
17.09.1991;83.4618;78.1629;84.56;95.7742;76.0541;105.64;78.0662;67.93;79.0821;;100.9813
16.09.1991;83.654;77.8776;84.03;95.9991;75.6438;106.79;78.4775;68.18;79.3418;;100.2183
13.09.1991;83.3256;77.9092;84.11;95.1353;75.5684;106.94;77.8452;70.02;78.8306;;100.5101
12.09.1991;84.1926;77.3714;83.61;96.0068;75.5186;106.89;78.7562;68.87;79.3342;;100.511
11.09.1991;83.3243;77.8858;84.42;96.0655;76.2402;106.36;78.5583;68.51;79.2071;;100.1377
10.09.1991;83.0913;77.2265;83.82;95.793;75.7257;104.77;78.5289;69.62;79.3816;;100.4258
09.09.1991;83.9063;77.205;83.72;96.5819;75.8098;103.87;79.2789;69.13;80.4698;;100.3024
06.09.1991;84.2633;78.0291;84.84;96.9083;76.7273;103.76;79.5906;68.83;80.729;;100.2171
05.09.1991;84.4519;78.1783;84.91;96.8085;76.692;103.02;80.0072;69.41;80.8683;;100.3194
04.09.1991;84.3875;78.3207;85.05;96.3677;76.3098;103.73;80.0623;69.78;80.6999;;100.2369
03.09.1991;84.6541;78.7345;85.89;96.5411;76.4562;103.71;80.4629;69.85;81.4576;;100.7011
30.08.1991;84.5669;79.3015;86.54;96.976;76.7901;104.45;81.4654;69.85;82.2897;;100.8362
29.08.1991;84.3132;80.4548;87.35;97.2673;77.4376;105.24;81.4611;69.36;82.7824;;101.1178
28.08.1991;84.8389;80.6182;87.57;97.4635;77.7106;106.15;81.5379;69.43;82.9383;;100.2808
27.08.1991;84.2419;80.7975;87.38;96.4124;77.737;106.22;80.916;69.16;82.4399;;100.3716
26.08.1991;84.3438;79.8809;86.42;96.1971;77.0674;105.5;81.4037;69.06;82.9752;;100.4919
23.08.1991;84.3145;80.0116;86.71;96.3469;77.4895;104.62;81.5639;68.58;82.6808;;100.557
22.08.1991;83.6759;80.1359;87.1;95.892;77.5444;105.59;80.2746;68.81;81.2181;;100.3339
21.08.1991;83.5774;79.2906;86.84;95.4451;77.5923;106.16;79.8509;67.33;80.4256;;98.5176
20.08.1991;81.4594;79.4548;86.4;93.7126;77.9668;106.82;77.2835;66.84;77.9728;;97.4849
19.08.1991;80.6969;76.5662;83.76;93.2478;75.7662;106.37;76.8685;68.44;77.6635;;99.0319
16.08.1991;82.8173;76.0517;82.75;93.8937;74.7584;107.53;78.8756;69.92;79.9057;;99.6118
15.08.1991;84.0678;78.4142;84.91;94.1147;76.9695;107.16;79.5641;70.4;80.8396;;99.4596
14.08.1991;83.5024;79.4221;85.46;94.0625;77.6361;106.8;79.6618;70.01;80.6886;;99.4139
13.08.1991;83.3924;80.139;85.41;94.5681;78.2661;106.35;79.8414;69.51;80.8318;;99.0441
12.08.1991;83.6758;79.952;84.98;94.6982;77.896;105.87;79.7988;69.37;81.1544;;98.9313
09.08.1991;83.5588;79.192;84.44;94.9113;76.5273;105.27;80.0185;69.87;81.2869;;99.2688
08.08.1991;83.8678;78.8586;84.33;95.786;74.9165;106.22;80.3247;70.14;82.1742;;99.3135
07.08.1991;84.0335;79.4474;84.61;96.8918;75.251;105.37;80.383;70.9;82.2228;;98.9923
06.08.1991;84.3786;79.1955;85.13;97.4313;75.4299;105.08;80.1544;70.36;82.191;;98.0209
05.08.1991;83.1447;78.9689;85;96.0135;75.3224;105.89;79.2459;70.83;81.1377;;98.0354
02.08.1991;83.7937;77.6942;83.3;96.2479;74.2443;105.89;79.9384;70.94;82.0462;;97.3615
01.08.1991;83.3668;78.2708;83.44;96.9488;74.4934;105.37;80.015;70.29;82.3015;;97.9563
31.07.1991;84.2675;78.3831;83.17;96.8219;74.6402;105.32;80.4029;70.32;82.9075;;98.4747
30.07.1991;83.8013;78.6101;83.11;96.9325;74.4812;106.28;80.3959;70;82.7289;;98.3638
29.07.1991;83.6122;78.4077;82.62;96.0012;73.7984;107.26;79.6133;69.53;81.9722;;97.4449
26.07.1991;83.4742;77.5988;81.38;94.9232;73.241;108.27;79.4683;69.68;81.9668;;96.9477
25.07.1991;82.6389;77.408;80.79;95.3218;73.1048;107.94;79.5184;69.1;82.0069;;96.3366
24.07.1991;82.5484;77.681;80.93;95.2231;73.2514;106.59;78.9079;69.12;81.4483;;96.1726
23.07.1991;82.2627;77.0317;80.39;95.2926;72.8518;106.47;79.6228;70.15;81.948;;96.3399
22.07.1991;82.4581;77.5593;80.17;96.8143;73.2885;106.22;80.4521;70.25;82.4024;;96.1838
19.07.1991;82.6228;78.3134;80.82;97.1069;73.6937;105.85;80.5331;69.62;82.5542;;96.7181
18.07.1991;82.9174;78.8475;81.18;97.1433;74.4594;105.99;80.7747;68.57;82.8856;;95.8982
17.07.1991;81.6837;79.058;81.72;96.3946;74.8551;102.53;79.5827;68.96;82.0762;;95.6674
16.07.1991;81.7145;78.5923;80.67;94.6419;73.9307;101.93;80.1595;70.16;82.3671;;95.8942
15.07.1991;82.6384;78.7499;81.27;93.9703;74.127;104.5;80.2733;69.6;82.4162;;95.6277
12.07.1991;83.1828;78.8838;81.49;93.1457;74.1709;105.6;80.2688;68.94;82.3224;;94.8905
11.07.1991;83.2849;78.5644;80.87;91.5191;72.5364;105.42;80.2478;69.17;81.6536;;94.338
10.07.1991;82.7599;77.9972;79.7;91.133;71.6613;105.55;79.9899;69.33;81.3601;;94.5744
09.07.1991;82.736;77.4702;79.52;91.0658;71.6148;105.25;80.0747;69.5;81.5909;;95.0765
08.07.1991;83.3555;77.4941;79.88;91.906;71.4166;105.06;80.4257;67.98;81.9148;;94.6795
05.07.1991;83.0227;77.6642;80.44;90.4604;71.1132;105.49;79.7978;67.64;81.525;;94.5651
03.07.1991;83.4267;76.5734;79.5;90.5121;70.5645;106.09;79.5983;68.34;81.2822;;95.3327
02.07.1991;84.2824;76.402;79.41;92.2081;70.2113;106;80.5121;68.59;81.7689;;95.3846
01.07.1991;84.453;77.1394;80.07;93.3752;71.257;104.53;80.6087;67.64;81.3526;;94.3685
28.06.1991;82.7808;76.9056;79.89;91.5403;71.6176;105.14;79.3201;67.93;79.9132;;95.1385
27.06.1991;82.9413;75.4512;78.33;92.4825;70.6256;104.54;79.9051;68.25;80.6231;;94.5245
26.06.1991;81.5459;76.3696;78.87;92.0704;71.1304;104.52;79.0996;67.91;79.8458;;94.4582
25.06.1991;80.9217;75.6387;78.52;91.7163;70.8256;103.81;79.1735;67.45;79.7133;;94.2612
24.06.1991;79.9043;75.4283;78.27;91.7657;70.5525;102.6;79.2665;68.92;80.1815;;94.9303
21.06.1991;81.1518;75.4518;78.86;92.7164;71.6255;101.1;80.9496;68.89;82.2798;;94.3717
20.06.1991;80.595;77.5792;79.78;91.9204;73.1125;100.63;80.4358;69.53;81.6892;;93.9857
19.06.1991;80.5898;76.9703;79.43;91.4213;72.6854;99.79;80.8406;69.84;81.7511;;95.6445
18.06.1991;81.3316;76.7324;79.52;92.521;72.6287;99.35;81.5399;69.69;82.3275;;96.1116
17.06.1991;81.4979;77.433;80.25;93.2112;73.2278;100.48;81.6335;70.03;82.3609;;96.7058
14.06.1991;81.9949;77.9103;80.79;94.128;73.2904;100.69;82.2052;69.91;81.9448;;96.0313
13.06.1991;80.3901;78.3219;81.17;93.542;73.8147;101.08;81.1832;70.16;80.6816;;95.3041
12.06.1991;79.7772;77.1777;80.03;93.4587;73.4887;100.16;80.9105;71.04;80.2059;;96.0703
11.06.1991;80.5281;76.9243;79.64;95;73.4562;100.27;81.7912;70.91;81.2076;;95.4592
10.06.1991;79.8698;78.0502;80.4;94.8185;74.6814;100.42;81.2874;71.18;80.656;;95.4433
07.06.1991;79.6988;77.0824;80.01;94.6725;74.4706;99.65;81.5954;72.19;80.8376;;96.0159
06.06.1991;80.3164;77.3357;80.14;95.841;74.976;98.77;82.5395;72.6;81.6398;;96.2833
05.06.1991;80.3353;78.3296;80.85;95.465;75.9837;98.68;83.1162;73.86;81.9848;;96.6696
04.06.1991;81.1396;78.8086;81.15;96.3622;76.0614;98.7;83.7578;74.18;82.2773;;96.815
03.06.1991;81.6114;79.4965;81.68;96.7446;76.3469;99.52;83.8509;73.95;82.6669;;97.3098
31.05.1991;82.8526;79.8671;81.67;96.153;75.4394;98.78;83.6479;72.57;82.2323;;97.6576
30.05.1991;82.6979;79.9739;82.84;95.5099;75.7599;98.21;82.0112;72.09;80.8599;;97.2003
29.05.1991;80.9667;78.5913;82.79;95.1101;75.1459;99.27;80.0448;72.17;79.2036;;97.3409
28.05.1991;80.4693;77.5044;82.34;95.226;74.2106;99.14;79.4668;71.42;78.6817;;96.8477
24.05.1991;80.1827;76.9668;82.46;94.686;73.9915;96.91;78.4186;70.92;76.529;;96.9519
23.05.1991;79.5708;75.8607;81.6;94.3252;72.9561;98.4;77.7879;70.57;75.5731;;97.5841
22.05.1991;80.313;75.1696;81.02;94.973;71.956;97.43;77.7442;68.87;76.0383;;97.6228
21.05.1991;80.7535;75.4015;81.14;95.5224;72.0133;97.45;77.8226;69.2;76.1002;;97.3826
20.05.1991;80.0937;75.1731;80.94;95.2256;71.4988;96.77;77.5738;69.82;75.495;;97.538
17.05.1991;80.6906;74.1403;80.18;95.3363;70.8321;98.5;77.741;69.93;75.1853;;97.1413
16.05.1991;80.4914;74.3265;80.07;95.4328;70.8424;97.95;77.6129;69.3;75.3343;;96.611
15.05.1991;80.0029;74.2673;79.97;94.4821;70.7978;97.07;76.9999;72.21;74.8758;;96.3854
14.05.1991;79.9246;73.6481;78.8;94.5975;70.136;97.94;77.5757;72.74;75.5313;;97.2758
13.05.1991;80.8519;74.3445;79.34;96.5897;70.3006;98.66;78.6006;71.77;76.3275;;97.1382
10.05.1991;79.7778;75.4494;80.5;97.1568;71.271;99.42;78.3736;73.05;75.8474;;98.653
09.05.1991;81.9646;74.9839;80.37;99.4342;71.9657;97.45;79.873;71.22;77.0451;;98.3687
08.05.1991;81.9643;76.573;81.87;98.2159;73.5672;97.82;78.8369;70.27;76.3663;;97.7147
07.05.1991;82.3718;75.237;81;97.5051;72.8718;98.28;78.6608;70.98;75.8954;;97.9515
06.05.1991;83.684;74.9705;80.92;98.1641;72.7958;97.23;78.9165;70.86;76.7375;;98.2271
03.05.1991;84.0645;75.601;81.57;98.419;73.3932;97.62;78.9327;71.68;76.7767;;98.3726
02.05.1991;84.0438;75.7915;82;98.3536;73.3839;98.74;78.7002;71.08;76.5412;;98.7961
01.05.1991;84.8691;75.5266;81.66;98.85;74.0712;99.68;78.4931;71.66;76.2948;;97.8864
30.04.1991;84.2649;75.2312;81.76;97.826;73.4774;99.59;77.4175;72.75;75.2551;;96.874
29.04.1991;83.3268;74.1628;80.44;97.1546;72.3596;99.05;77.0648;74.18;74.7737;;97.5223
26.04.1991;84.3646;73.8766;79.68;97.8239;72.3543;101.18;78.2122;74.6;75.3305;;97.3074
25.04.1991;84.1214;75.3581;81.05;97.9314;73.5386;102.81;78.4319;75.71;75.1709;;97.9135
24.04.1991;84.4302;75.6099;80.78;99.3893;73.7523;103.39;79.0472;75.22;75.9437;;97.5719
23.04.1991;84.0701;76.6839;81.64;99.114;74.6581;103.79;79.0597;74.77;75.1572;;97.3436
22.04.1991;84.4318;75.8591;81.7;98.1616;74.5794;102.58;78.9331;75.09;74.7908;;97.9703
19.04.1991;84.7406;75.7637;81.79;98.4844;74.3453;102.72;79.5673;75.71;75.7498;;99.2321
18.04.1991;85.2351;76.6104;82.47;98.7283;75.1351;103.24;80.2762;75.85;76.3555;;100.4672
17.04.1991;86.073;77.2234;83.92;99.344;76.5429;102.53;80.1733;75.34;75.9353;;100.5306
16.04.1991;85.3835;77.3484;84.82;99.1341;77.276;100.44;79.1938;73.96;74.4454;;99.751
15.04.1991;84.2496;76.7551;84.86;98.0739;76.089;99.38;78.0238;75.12;73.5053;;99.5914
12.04.1991;84.249;75.587;83.29;97.3868;73.6209;99.46;78.0941;74.97;72.9331;;99.1037
11.04.1991;83.3095;75.7031;82.58;95.5015;73.4132;97.95;77.8252;74.05;72.4886;;98.1812
10.04.1991;82.8027;74.9702;82.07;93.956;73.546;99.47;77.3287;73.41;72.0851;;97.9036
09.04.1991;83.2913;73.5546;81.48;93.8022;72.0976;100.84;76.9973;74.65;72.4141;;98.8965
08.04.1991;84.0876;73.769;81.71;94.5217;72.6986;100.5;78.1782;74.13;73.4689;;98.3242
05.04.1991;83.3035;75.0144;82.81;93.5569;73.8941;102.17;77.588;75.21;72.5202;;98.9275
04.04.1991;84.2593;73.9636;82.56;94.0325;73.3133;100.29;78.6016;74.71;73.5122;;98.7496
03.04.1991;85.0671;74.9895;83.67;94.5865;74.1124;100.29;78.2599;74.45;73.5534;;98.9161
02.04.1991;85.4684;74.5059;83.27;95.6475;73.6023;100.51;78.3529;73.22;73.4589;;97.7274
01.04.1991;83.8235;74.4274;83.78;94.2934;72.7135;100.53;76.8177;74.27;72.1759;;98.8904
28.03.1991;84.5262;72.5297;81.42;95.4039;71.0742;100.07;77.4508;74.24;73.0687;;98.8101
27.03.1991;84.0991;73.4016;82.11;95.6971;72.0005;99.96;77.4612;74.14;72.9029;;99.469
26.03.1991;84.5499;73.5733;81.88;97.0049;72.1285;97.44;77.4574;72.78;72.4992;;98.8477
25.03.1991;83.7771;73.7966;81.75;97.0387;71.8901;97.31;75.9058;71.92;71.7742;;98.0296
22.03.1991;83.3018;72.0072;80.39;96.0523;69.3121;98.94;75.4922;71.96;71.6338;;96.6664
21.03.1991;83.7813;71.4951;80.91;95.5264;68.1094;98.94;75.4821;73.11;71.6136;;96.6365
20.03.1991;83.8433;70.9513;80.96;95.9033;67.925;98.52;75.8733;73.66;72.1855;;96.0843
19.03.1991;83.7816;71.4937;80.78;95.1378;68.1955;99.31;76.5168;78.23;72.195;;96.4918
18.03.1991;84.7676;71.517;79.37;94.8764;68.4;99.39;77.6049;77.88;73.2547;;96.6512
15.03.1991;84.1238;72.5829;80.16;96.1291;69.5445;100.87;77.9147;78.61;74.4921;;96.2439
14.03.1991;83.3878;72.7789;80.05;95.8677;69.574;102.87;78.059;79.43;74.7835;;96.9356
13.03.1991;83.6559;72.5696;79.94;96.4806;69.8372;103.61;78.4571;77.7;75.0703;;96.3942
12.03.1991;82.7404;73.011;79.81;95.4326;70.2508;102.98;77.605;78.99;74.272;;96.0742
11.03.1991;83.4063;72.0649;78.63;95.3302;69.3247;100.83;78.1781;80.84;74.6723;;95.5365
08.03.1991;83.0892;72.7497;79.38;96.358;69.9464;100.45;78.2726;81.31;75.2764;;96.0624
07.03.1991;83.2105;73.3744;79.63;96.2991;70.1222;99.88;78.8535;80.88;75.5524;;96.3424
06.03.1991;83.751;73.6958;79.8;95.8089;70.519;98.43;79.0444;80.74;76.3132;;97.3405
05.03.1991;83.9406;73.7303;79.89;95.613;70.7816;98.73;79.3564;78.04;76.0111;;96.8376
04.03.1991;82.9722;73.616;80.17;94.6163;71.1061;100.17;77.8178;78.02;74.4859;;97.7041
01.03.1991;83.6276;71.7406;78.03;95.7219;69.6926;99.22;78.0868;77.03;74.1717;;97.6309
28.02.1991;83.1354;71.5219;78.39;95.4843;69.8199;100.57;77.2451;77.86;73.3338;;97.7112
27.02.1991;83.577;70.5628;77.88;95.7421;68.1656;100.17;77.1152;77.44;73.1854;;97.361
26.02.1991;82.7294;70.2201;78.27;92.312;67.8578;100.21;75.8575;79.18;72.4916;;98.4824
25.02.1991;83.405;69.3617;78.1;92.0321;66.7759;97.17;76.9371;79.01;73.0502;;98.1894
22.02.1991;83.34;70.4186;79.47;91.4724;67.9011;98.02;76.4811;79.54;73.4404;;98.3057
21.02.1991;83.5973;70.2427;78.68;91.4822;68.2189;98.5;76.1112;80.4;74.2198;;98.1222
20.02.1991;84.0434;70.025;78.02;91.8655;67.9835;99.04;76.4185;80.89;74.522;;98.8056
19.02.1991;85.5306;70.0362;77.28;91.6588;67.6663;96.36;77.4857;79.17;75.3853;;98.7506
15.02.1991;85.9016;71.2243;78.16;91.8467;68.9931;95.4;77.7864;77.88;75.4542;;98.3772
14.02.1991;84.774;71.0002;77.53;92.5842;70.0076;95.15;76.6724;78.67;74.5189;;99.3396
13.02.1991;85.769;69.8763;75.89;94.2423;68.8939;95;77.4571;77.53;75.8748;;98.4691
12.02.1991;84.911;71.1459;76.57;93.343;70.3137;93.54;77.138;77.85;75.0038;;98.861
11.02.1991;86.0698;70.3112;75.81;94.3952;69.6212;95.71;77.5239;76.03;74.7794;;97.2069
08.02.1991;84.2214;71.1308;76.79;92.5712;69.726;96.83;75.9133;75.29;72.7145;;96.4057
07.02.1991;83.5855;69.0741;74.82;92.6868;67.1902;96.99;75.3649;76.06;72.0755;;95.4358
06.02.1991;83.208;68.7087;74.04;91.7018;66.7775;95.77;76.4553;74.97;72.7233;;94.3541
05.02.1991;81.4928;68.8604;74.64;87.8391;67.3232;94.92;75.4876;74.13;71.2203;;93.983
04.02.1991;81.2013;67.9444;73.06;87.8685;66.3553;96.47;74.8353;73.44;70.508;;93.5939
01.02.1991;80.4521;67.5872;72.13;87.3879;65.3445;96.88;73.5535;73.54;69.9512;;94.0947
31.01.1991;81.244;66.2608;71.1;88.0767;62.3195;96.15;73.4649;73.2;70.5695;;93.9359
30.01.1991;79.9609;65.9192;71.49;87.7965;61.6513;95.64;72.4988;71.6;69.8294;;94.1813
29.01.1991;79.4839;65.1298;70.93;87.6657;60.692;95.79;71.0592;71.12;68.4285;;94.4591
28.01.1991;79.4252;63.3872;70.06;88.5115;59.5537;94.1;70.8781;70.22;68.3834;;94.5661
25.01.1991;79.0824;63.1733;70.27;88.8447;59.506;94.05;70.6509;69.83;68.484;;94.9475
24.01.1991;78.2327;63.0429;70.66;88.6002;59.8648;93.56;70.1354;68.71;68.0786;;94.4971
23.01.1991;77.4199;62.8347;70.66;88.1705;59.3056;94.42;68.7695;68.3;66.8096;;94.4141
22.01.1991;79.5279;62.0285;69.73;86.5077;58.2668;93.26;68.5061;69.21;66.5797;;94.9862
21.01.1991;82.2836;61.3709;69.29;86.081;57.8764;94.5;69.1305;68.5;67.1747;;95.2624
18.01.1991;82.3913;62.2363;69.57;87.5566;57.8154;93.24;69.1688;67.19;67.5081;;94.275
17.01.1991;81.0213;62.7953;69.98;86.8709;57.4979;92.47;68.3588;64.47;66.4495;;92.0946
16.01.1991;77.2932;61.8522;69.18;86.0087;56.295;92.23;65.4025;62.62;63.8873;;92.5267
15.01.1991;77.4704;59.0037;66.09;86.3247;54.1669;93.5;64.7751;62.02;63.8994;;92.6031
14.01.1991;77.4843;58.0006;65.65;86.1078;53.9614;93.32;64.4001;62.86;64.0074;;93.7811
11.01.1991;78.6261;57.5731;65.38;85.6738;53.9908;91.13;64.7532;62.97;64.5538;;93.9269
10.01.1991;78.3918;58.4454;66.09;86.2515;54.5687;91.71;64.4604;62.22;64.1753;;93.4778
09.01.1991;77.4928;58.1314;65.74;86.1673;54.4557;90.93;63.8436;63;63.2587;;94.3222
08.01.1991;78.3976;57.3931;65.02;87.2071;53.9095;92.22;64.4025;63.56;64.3823;;93.9531
07.01.1991;78.4707;57.9928;65.8;87.1333;54.301;89.45;64.6483;64.49;64.521;;94.9136
04.01.1991;80.1778;58.2286;65.72;87.733;54.8886;87.73;65.79;64.64;65.3738;;94.93
03.01.1991;80.4794;59.5768;66.99;88.1341;56.2122;88.79;65.906;64.91;65.2718;;95.3035
02.01.1991;81.325;59.6883;67.16;89.3296;56.1026;87.65;66.635;65.1;66.2899;;96.173
31.12.1990;82.2424;60.2535;68.72;90.3355;56.7315;86.42;67.3063;65.11;67.1912;;96.4645
28.12.1990;81.9711;60.5701;70.07;89.8234;57.5564;85.13;67.2633;65.1;66.738;;96.6288
27.12.1990;82.0956;60.2862;69.51;89.5478;57.3464;85.7;67.0423;65.5;66.3581;;96.9034
26.12.1990;82.8152;60.1685;69.25;90.083;57.5892;85.56;67.5972;65.58;66.8861;;96.6378
24.12.1990;82.803;60.8047;69.67;88.9877;58.5597;83.98;67.6586;65.91;66.6487;;97.1059
21.12.1990;83.854;60.8587;69.46;88.7098;58.3453;84.14;68.0819;65.38;67.0349;;96.204
20.12.1990;83.206;61.4095;70.02;88.6637;58.7137;84.28;67.5415;64.89;66.91;;96.8124
19.12.1990;84.0212;60.845;69.86;88.8203;58.7297;84.39;67.1619;64.81;66.9129;;96.7499
18.12.1990;84.2134;61.044;69.8;89.3076;58.3324;82.83;66.7618;63.79;66.5948;;95.5902
17.12.1990;83.0063;60.936;70.07;89.3011;57.7877;81.62;66.0486;63.72;66.0456;;95.7191
14.12.1990;83.2253;59.7449;69.22;88.8177;56.1373;82.07;66.4011;64.68;66.2391;;95.8896
13.12.1990;83.8534;59.8947;69.39;88.1591;56.8271;81.85;66.9027;65.42;66.3692;;96.3783
12.12.1990;83.6847;60.7503;70.17;87.6205;57.6418;81.37;67.1541;64.32;66.0326;;95.6003
11.12.1990;82.2805;61.1142;70.38;88.0146;57.9791;79.13;66.5789;65.34;65.3885;;96.2212
10.12.1990;82.9398;60.2188;69.15;88.7711;57.1532;77.51;66.9626;65.14;65.996;;96.1512
07.12.1990;82.3953;60.841;69.38;88.52;57.6967;76.83;66.9495;65.01;65.2749;;96.8725
06.12.1990;82.1611;60.6197;69.23;88.6254;57.3999;77.52;67.1269;65.9;65.5568;;97.3074
05.12.1990;82.3423;61.2986;69.29;90.0076;58.5854;77.17;66.7062;64.92;65.1644;;97.3354
04.12.1990;82.1582;61.0455;69.21;90.5444;59.4502;76.22;65.4606;64.11;64.1885;;96.5334
03.12.1990;81.7215;60.2288;68.48;90.7813;56.8162;76.91;64.9345;62.49;63.9421;;96.3294
30.11.1990;82.533;59.9494;67.92;91.6127;55.387;76.62;64.2083;61.95;63.7943;;94.4878
29.11.1990;81.1555;59.0017;67.4;90.6731;54.7082;78.44;62.7538;62;62.2586;;94.8821
28.11.1990;81.5274;58.1179;66.04;90.998;53.6381;79.37;62.9555;62.17;62.6812;;94.7042
27.11.1990;81.5244;58.4225;66.67;91.0975;54.2354;81.66;63.0383;61.6;62.7728;;94.8745
26.11.1990;81.2504;58.2872;66.72;90.6455;54.3227;82.82;62.9328;61.16;62.4147;;94.6284
23.11.1990;81.4009;57.9531;66.5;89.6617;53.5789;81.92;63.3668;61.69;62.287;;95.0162
21.11.1990;81.8756;57.5592;66.43;89.5444;52.4792;82.08;63.6474;61.39;62.3486;;94.1323
20.11.1990;81.2236;57.7903;66.58;89.2278;52.7525;82.49;63.3412;62.32;62.4226;;94.791
19.11.1990;81.998;57.896;66.42;89.8127;53.3705;82.12;64.8797;61.75;63.1381;;94.6275
16.11.1990;81.8426;58.5949;66.98;89.6791;54.7104;82.33;64.3759;61.2;62.2938;;94.3067
15.11.1990;83.2113;57.9111;66.13;89.2879;54.655;82.02;64.3301;62.12;61.9937;;95.0134
14.11.1990;84.2897;57.9271;66.1;90.3211;54.6501;82.2;64.7568;61.27;62.4063;;95.3394
13.11.1990;83.7439;58.8357;66.85;90.5211;55.349;82.4;64.2383;61.66;61.4615;;96.5189
12.11.1990;85.4589;57.8544;66.07;91.642;54.6594;81.79;64.3424;59.93;61.5652;;95.9446
09.11.1990;84.2189;57.4595;66.71;92.0171;54.584;82.13;62.7561;58.6;60.4934;;94.8243
08.11.1990;83.1538;55.8993;65.75;90.2436;52.0834;83.15;61.5425;57.81;59.3393;;94.3613
07.11.1990;82.9001;54.5578;64.4;89.4383;50.7813;83.76;61.3433;58.92;59.3187;;96.0606
06.11.1990;84.501;54.3363;64.22;91.1718;50.1172;82.48;62.5724;59.3;60.4502;;96.8296
05.11.1990;85.4495;55.4035;65.42;92.1323;50.8314;82.71;63.3515;58.86;60.9103;;97.3654
